,material_id,cif,energy_per_atom
9261,C-102887-506-57,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48499000
_cell_length_b   4.08638000
_cell_length_c   4.67862000
_cell_angle_alpha   83.32660000
_cell_angle_beta   105.41707000
_cell_angle_gamma   90.00192000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   45.46606275
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.46885211  0.64231894  0.34438525  1
  C  C1  1  -0.03198289  0.41747537  0.34224862  1
  C  C2  1  0.79780412  0.34876985  0.00089326  1
  C  C3  1  1.08491825  0.11126854  0.57301695  1
  C  C4  1  0.31008321  0.82327800  0.02946585  1
  C  C5  1  0.73848577  0.70471237  0.88572867  1
  C  C6  1  0.25513286  0.17877062  0.91461092  1
  C  C7  1  0.58361727  -0.11541747  0.57098857  1
",-154.36713375
7898,C-96692-7228-16,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.24058000
_cell_length_b   3.62787000
_cell_length_c   3.27836000
_cell_angle_alpha   75.52429000
_cell_angle_beta   130.49933000
_cell_angle_gamma   90.11374000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   36.24267638
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.90851014  0.13834052  0.58702335  1
  C  C1  1  0.85364975  0.75651828  0.79962600  1
  C  C2  1  0.12129310  0.37476010  1.01318591  1
  C  C3  1  0.26977823  1.13874191  0.58711700  1
  C  C4  1  0.48256119  0.37516150  1.01327957  1
  C  C5  1  0.53742158  0.75698374  0.80067691  1
",-154.20191016666666
9764,C-113068-6749-31,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.50430000
_cell_length_b   3.29781000
_cell_length_c   7.49617000
_cell_angle_alpha   60.18975000
_cell_angle_beta   71.56505000
_cell_angle_gamma   67.81949000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   49.10084783
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.20089031  1.04057213  0.49618935  1
  C  C1  1  0.08502202  0.57912290  0.95782284  1
  C  C2  1  0.90074118  0.52516285  0.65393118  1
  C  C3  1  0.82794442  0.76378518  0.13089258  1
  C  C4  1  0.64248633  0.71063681  0.82696930  1
  C  C5  1  0.93200534  0.24729011  0.28888909  1
  C  C6  1  0.54048562  0.24119933  0.65388382  1
  C  C7  1  0.18965189  0.04718299  0.13089713  1
",-154.11227
4185,C-142785-5183-57,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.35354000
_cell_length_b   2.45421000
_cell_length_c   8.09082000
_cell_angle_alpha   107.63219000
_cell_angle_beta   66.42404000
_cell_angle_gamma   111.42196000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   55.84730536
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.05605739  0.06080045  0.30467641  1
  C  C1  1  -0.05439347  0.93986873  0.73718585  1
  C  C2  1  0.54534299  0.51985972  1.01764623  1
  C  C3  1  0.67563168  -0.00549901  0.92749209  1
  C  C4  1  0.56538465  0.87184721  0.36036559  1
  C  C5  1  0.31461492  0.33677295  0.45047198  1
  C  C6  1  0.30683836  0.59640872  0.21420708  1
  C  C7  1  0.07580616  0.41430303  0.64680367  1
",-154.20223375
2743,C-90800-1393-21,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.43674000
_cell_length_b   4.86819000
_cell_length_c   6.39358000
_cell_angle_alpha   103.38271000
_cell_angle_beta   100.54459000
_cell_angle_gamma   117.14373000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   87.30612180
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.73818352  0.07499900  -0.04400615  1
  C  C1  1  0.20265779  0.70846682  0.12896302  1
  C  C2  1  0.60191937  0.77385553  0.79302328  1
  C  C3  1  0.67154971  0.33692190  0.29140914  1
  C  C4  1  0.53844581  0.39206127  0.48169012  1
  C  C5  1  -0.26315363  0.72082115  0.60303913  1
  C  C6  1  0.98829074  0.66095913  0.29517921  1
  C  C7  1  0.28326183  0.44922491  0.78816715  1
  C  C8  1  0.53234865  0.03515949  0.12751954  1
  C  C9  1  0.01468423  0.89096081  0.49501983  1
  C  C10  1  0.25605317  0.22065767  0.58709780  1
  C  C11  1  0.06772491  0.40151302  -0.04596767  1
",-154.22128916666665
5332,C-189740-9333-34,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.95144000
_cell_length_b   5.56998000
_cell_length_c   4.20455000
_cell_angle_alpha   53.78375000
_cell_angle_beta   72.35971000
_cell_angle_gamma   82.91170000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   70.96314027
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.23235614  0.78378224  0.88085700  1
  C  C1  1  0.22992148  0.78209859  0.54962473  1
  C  C2  1  0.63230878  0.38363433  0.08100935  1
  C  C3  1  0.43186185  0.58325610  0.48137186  1
  C  C4  1  1.03200282  0.98330816  0.28129309  1
  C  C5  1  0.62983871  0.38215325  0.74959587  1
  C  C6  1  -0.16788225  0.18348244  0.68113853  1
  C  C7  1  0.82970974  0.18171194  0.34995231  1
  C  C8  1  0.02951032  0.98185080  0.94992849  1
  C  C9  1  0.42938422  0.58162604  0.15010176  1
",-154.436549
2154,C-170896-9077-42,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.44018000
_cell_length_b   4.18638000
_cell_length_c   6.73932000
_cell_angle_alpha   68.39361000
_cell_angle_beta   79.69205000
_cell_angle_gamma   90.03120000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   62.80886241
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.45832940  0.46392135  0.20904224  1
  C  C1  1  0.98534942  -0.00886499  0.15892707  1
  C  C2  1  0.10770929  1.15842498  0.91852244  1
  C  C3  1  0.32300881  0.62034073  0.48938595  1
  C  C4  1  0.66196241  0.26878489  0.81173398  1
  C  C5  1  0.76910899  0.51080204  0.59642449  1
  C  C6  1  -0.03558098  0.31305079  0.19860190  1
  C  C7  1  0.44138006  0.78548870  0.24890113  1
",-154.2447525
3291,C-41264-888-3,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.51411000
_cell_length_b   3.51938000
_cell_length_c   3.31794000
_cell_angle_alpha   90.00361000
_cell_angle_beta   89.98684000
_cell_angle_gamma   59.98703000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   35.53234565
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.24473803  0.71471572  0.95544517  1
  C  C1  1  0.17126970  0.25124959  0.45546527  1
  C  C2  1  -0.06023401  1.01951789  0.28761147  1
  C  C3  1  0.47561724  -0.05294128  0.78757026  1
  C  C4  1  0.47596811  0.25132682  0.12098587  1
  C  C5  1  0.93966523  0.71475697  0.62095526  1
",-154.40917716666667
9398,C-194844-3110-45,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45796000
_cell_length_b   7.51849000
_cell_length_c   8.49900000
_cell_angle_alpha   124.08789000
_cell_angle_beta   73.16896000
_cell_angle_gamma   90.08011000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C18
_cell_volume   121.91274603
_cell_formula_units_Z   18
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.40416959  0.52321765  0.44907819  1
  C  C1  1  0.82798759  0.62366687  0.02967487  1
  C  C2  1  0.60042584  0.60663064  0.75897780  1
  C  C3  1  1.04487751  0.68457252  0.31192485  1
  C  C4  1  0.49548595  0.27101926  0.86198087  1
  C  C5  1  0.39627466  0.06351765  -0.04605888  1
  C  C6  1  0.56924041  0.25104791  0.28140210  1
  C  C7  1  0.43738325  0.70270563  0.41937195  1
  C  C8  1  1.33358352  0.07182878  0.51812764  1
  C  C9  1  0.79284982  0.11332508  0.05777783  1
  C  C10  1  0.88336694  0.11773081  0.46766650  1
  C  C11  1  0.23822840  0.94882298  0.61572875  1
  C  C12  1  0.20922478  0.68233564  0.14841783  1
  C  C13  1  0.60548051  0.02693883  0.74905117  1
  C  C14  1  -0.03463352  0.24590618  0.38531031  1
  C  C15  1  -0.19036953  0.50756300  0.54366587  1
  C  C16  1  -0.05080464  0.37621090  0.90906802  1
  C  C17  1  1.00721043  0.63192617  0.85241414  1
",-154.08876222222224
5977,C-126167-1633-18,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42997000
_cell_length_b   2.42992000
_cell_length_c   8.71276000
_cell_angle_alpha   97.26385000
_cell_angle_beta   82.08672000
_cell_angle_gamma   59.97677000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   42.95906585
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.59521717  0.86699124  0.21793017  1
  C  C1  1  0.22194585  0.89045706  -0.11481375  1
  C  C2  1  0.53212398  0.60111222  0.55502957  1
  C  C3  1  0.26099091  0.53466263  0.21868822  1
  C  C4  1  0.88787587  0.55780886  0.88604888  1
  C  C5  1  0.86658982  -0.06664231  0.55419471  1
",-154.45483716666666
5911,C-193946-2107-9,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48099000
_cell_length_b   3.68826000
_cell_length_c   4.21885000
_cell_angle_alpha   75.15628000
_cell_angle_beta   89.94482000
_cell_angle_gamma   70.37027000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   34.99384910
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.10903159  0.39166958  -0.00691629  1
  C  C1  1  0.53085631  0.54794677  0.12424991  1
  C  C2  1  0.64971809  0.30492779  0.49723947  1
  C  C3  1  0.07120992  0.46214452  0.62804974  1
  C  C4  1  0.33065691  0.94624196  0.19926960  1
  C  C5  1  0.85051788  0.90708598  0.42181897  1
",-154.3098305
8146,C-56512-1663-46,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42898000
_cell_length_b   3.69331000
_cell_length_c   6.68480000
_cell_angle_alpha   73.04855000
_cell_angle_beta   85.67149000
_cell_angle_gamma   86.06612000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.13172590
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.70293975  0.26087451  0.11218579  1
  C  C1  1  0.20295123  0.76088917  0.36219620  1
  C  C2  1  0.70314239  0.92794684  0.27899657  1
  C  C3  1  0.20311960  0.42793362  1.02900596  1
  C  C4  1  0.20312604  0.42796287  0.52901866  1
  C  C5  1  0.70293938  0.26089435  0.61220623  1
  C  C6  1  0.20294214  0.76087009  0.86220616  1
  C  C7  1  0.70313137  -0.07205575  0.77902014  1
",-154.43619125
5072,C-13906-5787-43,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.30660000
_cell_length_b   3.64111000
_cell_length_c   4.18498000
_cell_angle_alpha   62.16608000
_cell_angle_beta   100.90483000
_cell_angle_gamma   92.30980000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.68493367
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.10500319  0.89858100  0.25572850  1
  C  C1  1  -0.08696910  0.68502088  1.06272131  1
  C  C2  1  0.41214982  0.62480317  0.56319364  1
  C  C3  1  1.10480037  0.27904229  0.25559113  1
  C  C4  1  0.41235264  0.24434188  0.56333101  1
  C  C5  1  0.60412211  0.83836328  0.75620082  1
",-154.13597483333334
9209,C-34633-9015-5,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46873000
_cell_length_b   3.78439000
_cell_length_c   5.68828000
_cell_angle_alpha   90.04793000
_cell_angle_beta   115.96659000
_cell_angle_gamma   90.00802000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   47.77864584
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.74522827  0.72857872  0.71517143  1
  C  C1  1  0.61705284  0.92263321  0.08247400  1
  C  C2  1  0.40740690  0.22226444  0.87526080  1
  C  C3  1  0.47332183  0.60798321  0.44026500  1
  C  C4  1  0.40670746  0.62309672  0.87486458  1
  C  C5  1  0.29203393  0.92200501  0.25509976  1
  C  C6  1  0.74585602  0.11613588  0.71550730  1
  C  C7  1  0.47391514  0.23536461  0.44069283  1
",-154.11033875
207,C-102915-7408-34,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45634000
_cell_length_b   4.41480000
_cell_length_c   6.42764000
_cell_angle_alpha   83.85572000
_cell_angle_beta   101.01863000
_cell_angle_gamma   74.09968000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   64.85551909
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.37151532  0.99123933  0.17785701  1
  C  C1  1  0.44069712  0.49335031  0.30241094  1
  C  C2  1  0.36586669  0.06301106  0.72437849  1
  C  C3  1  0.92084057  1.06811989  0.83845303  1
  C  C4  1  1.03143710  0.06019585  1.05155766  1
  C  C5  1  0.65324049  0.14357452  0.38486597  1
  C  C6  1  -0.15268677  0.64140505  0.26134601  1
  C  C7  1  0.25164662  1.07310330  0.51107419  1
",-154.1527775
3333,C-177252-751-7,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48441000
_cell_length_b   3.82435000
_cell_length_c   5.98329000
_cell_angle_alpha   59.63502000
_cell_angle_beta   77.97026000
_cell_angle_gamma   71.01684000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   46.31531363
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.75970097  0.45071845  0.83249623  1
  C  C1  1  0.21152434  0.37992599  0.99754829  1
  C  C2  1  0.58246245  0.96339435  0.66976393  1
  C  C3  1  -0.02898406  1.07944568  0.77594909  1
  C  C4  1  0.46123024  0.65559750  0.21977121  1
  C  C5  1  0.63490238  0.14302397  0.38310804  1
  C  C6  1  0.24664245  0.02641363  0.27704454  1
  C  C7  1  0.00916972  0.72615882  0.05487467  1
",-154.222055
7192,C-13661-7792-24,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43742000
_cell_length_b   4.86162000
_cell_length_c   9.13301000
_cell_angle_alpha   70.87911000
_cell_angle_beta   89.93240000
_cell_angle_gamma   59.83966000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   86.62433733
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.02447365  0.23204069  0.25182807  1
  C  C1  1  0.40604169  0.80115919  0.06876913  1
  C  C2  1  0.64413242  0.06411453  0.26541329  1
  C  C3  1  0.60472206  0.10238430  -0.17368946  1
  C  C4  1  1.01855249  0.18851708  0.74609669  1
  C  C5  1  0.88626500  0.82120105  0.54985439  1
  C  C6  1  0.18509942  0.52218392  0.50073363  1
  C  C7  1  1.02567779  0.68180317  0.31409880  1
  C  C8  1  0.61580863  0.59177873  0.24071558  1
  C  C9  1  0.80670449  0.90014250  -0.00992812  1
  C  C10  1  0.89525236  0.31194463  0.57072828  1
  C  C11  1  1.23845270  -0.03090879  0.56082150  1
",-154.24648249999998
1041,C-13677-4233-3,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45657000
_cell_length_b   3.66278000
_cell_length_c   6.47614000
_cell_angle_alpha   99.52326000
_cell_angle_beta   100.93974000
_cell_angle_gamma   109.59041000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   52.22162595
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.35133867  0.80674152  0.15181746  1
  C  C1  1  0.81687463  0.72038886  0.57344487  1
  C  C2  1  0.52929456  0.27952588  0.43545592  1
  C  C3  1  0.94076725  0.24894648  0.29005220  1
  C  C4  1  1.11270355  0.64678499  0.23868805  1
  C  C5  1  0.51110018  0.76566018  0.91562188  1
  C  C6  1  -0.04587926  0.75791384  0.80961783  1
  C  C7  1  0.35431237  0.88076005  0.48640959  1
",-154.2867025
9164,C-56489-4783-59,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43159000
_cell_length_b   5.70980000
_cell_length_c   4.20398000
_cell_angle_alpha   78.31596000
_cell_angle_beta   90.03114000
_cell_angle_gamma   88.22674000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   57.12943149
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.31879676  0.80224404  0.93357951  1
  C  C1  1  0.87952076  0.30972611  0.93207692  1
  C  C2  1  -0.12035738  0.30760600  0.26588918  1
  C  C3  1  0.81879676  0.80224404  0.43357951  1
  C  C4  1  0.31891861  0.80012394  0.26739176  1
  C  C5  1  0.81891861  0.80012394  0.76739176  1
  C  C6  1  0.37952076  0.30972611  0.43207692  1
  C  C7  1  0.37964262  0.30760600  0.76588918  1
",-154.447435
9943,C-148258-4740-53,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45374000
_cell_length_b   4.59121000
_cell_length_c   7.14098000
_cell_angle_alpha   98.03863000
_cell_angle_beta   107.26293000
_cell_angle_gamma   111.65535000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   68.52585029
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.19301486  0.99586857  0.36883223  1
  C  C1  1  -0.03522375  0.42841804  0.97179577  1
  C  C2  1  0.96199931  0.62045668  0.32790866  1
  C  C3  1  0.12907126  0.71959501  0.89457820  1
  C  C4  1  1.00611132  1.04113184  0.67878731  1
  C  C5  1  0.12696523  0.52526053  0.53762431  1
  C  C6  1  1.08531530  0.10553446  0.18721326  1
  C  C7  1  0.20249094  0.21580159  0.88993746  1
  C  C8  1  0.84211701  0.68448267  0.65942004  1
  C  C9  1  0.89629152  1.14974846  0.49696569  1
  C  C10  1  0.24822771  0.46230864  0.20630597  1
  C  C11  1  -0.10799340  -0.06774496  -0.02351079  1
",-154.07222916666666
3668,C-73669-4812-64,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.73027000
_cell_length_b   4.93323000
_cell_length_c   5.73137000
_cell_angle_alpha   87.88767000
_cell_angle_beta   129.05703000
_cell_angle_gamma   113.50883000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   71.61407981
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.02938936  0.49765775  0.14568423  1
  C  C1  1  0.72862786  0.00996028  0.60946361  1
  C  C2  1  0.03317944  0.02594864  0.28570859  1
  C  C3  1  0.38157067  0.05196087  0.64592776  1
  C  C4  1  0.48843227  0.98805628  1.11219547  1
  C  C5  1  0.58787230  0.38828342  0.79122304  1
  C  C6  1  0.81594349  0.53285084  0.64810047  1
  C  C7  1  0.10584830  0.87880031  0.75763249  1
  C  C8  1  0.04323766  0.35045001  0.61756241  1
  C  C9  1  0.26061096  0.84355524  0.25526638  1
  C  C10  1  0.69460855  0.32445755  0.25754109  1
  C  C11  1  0.34744707  0.36632421  0.29394577  1
",-154.17714
3976,C-141022-7340-32,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48817000
_cell_length_b   3.51689000
_cell_length_c   4.30467000
_cell_angle_alpha   65.90519000
_cell_angle_beta   106.76560000
_cell_angle_gamma   89.99352000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   32.62407358
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.27151666  0.94124624  0.70111297  1
  C  C1  1  1.10490734  0.35815169  0.36767563  1
  C  C2  1  -0.06181667  0.27457957  0.03444630  1
  C  C3  1  0.43824067  1.02481836  1.03434230  1
  C  C4  1  0.60484999  0.60791291  0.36777963  1
  C  C5  1  0.77157401  0.69148503  0.70100897  1
",-154.54878483333331
